date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:41:03	10094/10094	---MCZ	200	added ('OK')	text/css	date:Fri,%2004%20Oct%202024%2003:35:19%20GMT	https://xploudshop.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.24.5	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/plugins/elementor/assets/css/widget-icon-box.minf9f0.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:04	16471/16471	---MCZ	200	added ('OK')	text/css	date:Fri,%2004%20Oct%202024%2003:35:19%20GMT	https://xploudshop.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:04	10260/10260	---MCZ	200	added ('OK')	text/css	date:Fri,%2004%20Oct%202024%2003:35:19%20GMT	https://xploudshop.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.24.5	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.minf9f0.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:04	9316/9316	---MCZ	200	added ('OK')	text/css	date:Tue,%2001%20Oct%202024%2015:27:42%20GMT	https://xploudshop.com/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.24.3	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/plugins/elementor-pro/assets/css/frontend.min44b4.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:04	59344/59344	---MCZ	200	added ('OK')	text/css	date:Fri,%2004%20Oct%202024%2003:35:19%20GMT	https://xploudshop.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.24.5	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minf9f0.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:05	26702/26702	---MCZ	200	added ('OK')	text/css	date:Fri,%2004%20Oct%202024%2003:35:19%20GMT	https://xploudshop.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.24.5	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minf9f0.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:05	6157/6157	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/bootstrap-light.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/bootstrap-light.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:05	70610/70610	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/base.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/base.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:05	990/990	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/widget-wd-recent-posts.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/widget-wd-recent-posts.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:05	10877/10877	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/woo-widget-wd-layered-nav-product-cat.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/woo-widget-wd-layered-nav-product-cat.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:06	1163/1163	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/woo-widget-product-list.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/woo-widget-product-list.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:06	2667/2667	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/woo-widget-slider-price-filter.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/woo-widget-slider-price-filter.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:06	1286/1286	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/footer-base.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/footer-base.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:06	5654/5654	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/int-elementor-base.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/int-elementor-base.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:06	3680/3680	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/int-elementor-pro.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/int-elementor-pro.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:07	42825/42825	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/woocommerce-base.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/woocommerce-base.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:07	36317/36317	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/woo-page-single-product.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/woo-page-single-product.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:07	9251/9251	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/header-base.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/header-base.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:07	1702/1702	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/mod-tools.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/mod-tools.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:08	1868/1868	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-base.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-base.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:08	8613/8613	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/el-social-icons.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/el-social-icons.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:08	793/793	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-search.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-search.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:08	1971/1971	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-search-form.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-search-form.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:08	338/338	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-my-account.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-my-account.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
04:41:09	1291/1291	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Aug%202021%2011:21:25%20GMT	https://xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-cart-side.min.css?ver=6.1.4	C:/Users/Paulo/Desktop/cortador%20de%20legumes/projeto/xploudshop.com/wp-content/themes/woodmart/css/parts/header-el-cart-side.min1b46.css	(from https://xploudshop.com/products/cortador-de-alimentos-5x1-multifuncional/?attribute_cor=Laranja&utm_source=Bing%20Shopping&utm_campaign=Bing%20Ads&utm_medium=cpc&utm_term=374383&msclkid=1fb157e62fe8121cac36309954e29065)
